Bowler Type,Ball Length,Ball Line,Speed (km/h),Shot Type,Runs Scored,Wicket,Field Placement,Angle,Bounce (cm),Field Positions
Fast,Good,Middle,146,Pull,2,0,Aggressive,-9.551403401769374,94,Fine Leg
Fast,Full,Off-stump,120,Pull,3,0,Balanced,-4.349273356675063,31,Long-off
Spin,Short,Off-stump,136,Straight Drive,0,0,Balanced,5.843686461868096,101,Square Leg
Spin,Full,Off-stump,131,Flick,3,0,Balanced,-4.771571078415848,79,Mid-wicket
Fast,Full,Off-stump,129,Edge,0,0,Balanced,4.108907402886022,91,Square Leg
Fast,Good,Leg-stump,127,Hook,0,0,Defensive,-13.871810758228438,67,Square Leg
Spin,Full,Leg-stump,140,Edge,1,0,Aggressive,4.550136464689253,103,Square Leg
Fast,Short,Off-stump,133,Cut,0,0,Balanced,-12.180296274165965,23,Mid-wicket
Spin,Short,Leg-stump,119,Flick,0,1,Aggressive,14.943674766237816,17,Point
Spin,Good,Off-stump,145,Straight Drive,1,0,Aggressive,5.251990122699425,67,Slips
Fast,Short,Off-stump,132,Cut,0,0,Aggressive,-1.3887184190289563,10,Point
Fast,Full,Middle,113,Cover Drive,4,0,Aggressive,-3.950040729923762,62,Slips
Spin,Full,Middle,117,Cut,4,0,Aggressive,-5.638620782849941,103,Fine Leg
Fast,Short,Leg-stump,142,Hook,0,0,Balanced,-0.06404767734577099,54,Fine Leg
Fast,Short,Middle,110,Pull,1,0,Balanced,4.456789726864777,22,Mid-wicket
Fast,Short,Leg-stump,139,Cut,1,0,Aggressive,13.609233482580638,21,Point
Fast,Full,Off-stump,115,Edge,0,0,Aggressive,-9.657451970265765,76,Point
Fast,Good,Off-stump,130,Sweep,4,0,Balanced,2.902922408249573,14,Square Leg
Fast,Good,Leg-stump,145,Edge,3,0,Balanced,8.92559816678655,101,Fine Leg
Fast,Short,Middle,148,Cover Drive,0,0,Balanced,14.820906311634282,59,Long-on
Fast,Short,Middle,123,Flick,1,0,Defensive,8.242065678438198,33,Long-on
Fast,Short,Off-stump,113,Straight Drive,0,0,Aggressive,-8.223213057854226,22,Square Leg
Spin,Full,Middle,140,Defensive,0,0,Aggressive,-7.126203927104145,51,Square Leg
Fast,Short,Middle,140,Straight Drive,0,0,Aggressive,1.4018182814988656,17,Long-off
Spin,Short,Off-stump,133,Straight Drive,0,0,Aggressive,-5.548641052114547,21,Mid-wicket
Spin,Short,Leg-stump,132,Defensive,0,0,Defensive,10.332350138051911,16,Slips
Spin,Short,Off-stump,148,Cover Drive,1,0,Aggressive,-6.69912773039022,55,Slips
Spin,Full,Middle,129,Sweep,4,0,Defensive,-11.926164929197917,38,Square Leg
Fast,Full,Leg-stump,128,Cover Drive,3,0,Defensive,-0.13981388821153828,45,Slips
Fast,Full,Middle,145,Cut,0,0,Defensive,-2.3058254850405095,63,Square Leg
Fast,Short,Leg-stump,132,Defensive,0,0,Aggressive,-2.317057708479453,37,Fine Leg
Spin,Full,Leg-stump,111,Sweep,4,0,Aggressive,6.047455048641723,29,Long-on
Spin,Short,Leg-stump,120,Edge,3,0,Balanced,6.361173165862013,40,Cover
Spin,Short,Off-stump,143,Straight Drive,4,0,Defensive,11.783521419388919,115,Long-off
Spin,Good,Off-stump,118,Cut,4,0,Defensive,14.55696981582981,76,Mid-wicket
Fast,Short,Off-stump,144,Cut,1,0,Aggressive,-1.318457964765141,109,Mid-wicket
Spin,Full,Middle,120,Edge,0,0,Aggressive,1.753740421220737,43,Point
Spin,Good,Off-stump,149,Cover Drive,0,0,Defensive,2.923881054742896,73,Fine Leg
Spin,Good,Leg-stump,131,Defensive,0,0,Balanced,-11.34233637475301,19,Long-off
Fast,Short,Middle,113,Straight Drive,0,0,Defensive,12.412307831907103,101,Slips
Fast,Short,Middle,136,Cut,4,1,Balanced,-5.2597956038568086,60,Cover
Spin,Good,Leg-stump,146,Cover Drive,0,0,Balanced,-6.775812609403268,20,Point
Fast,Full,Middle,117,Defensive,0,0,Balanced,6.239380786023265,32,Cover
Fast,Good,Leg-stump,119,Sweep,0,0,Balanced,-2.660013164598098,114,Long-off
Fast,Good,Leg-stump,138,Cover Drive,1,0,Aggressive,11.12849799514564,113,Cover
Fast,Good,Middle,117,Sweep,2,0,Defensive,-10.46405351456444,31,Cover
Fast,Full,Leg-stump,117,Sweep,1,0,Balanced,-4.870241878979712,91,Fine Leg
Spin,Good,Middle,144,Pull,0,0,Defensive,-7.834957569688685,48,Fine Leg
Fast,Good,Middle,111,Edge,0,0,Defensive,-8.59960762375519,49,Fine Leg
Spin,Short,Off-stump,148,Cut,0,0,Aggressive,-14.599946385048476,55,Square Leg
Fast,Good,Leg-stump,136,Edge,3,0,Balanced,-8.035998163063628,29,Long-off
Spin,Short,Leg-stump,149,Edge,6,0,Balanced,-5.097911789881696,29,Fine Leg
Spin,Full,Leg-stump,133,Hook,2,0,Balanced,8.856669068703013,46,Point
Fast,Good,Off-stump,145,Hook,0,0,Defensive,-0.08010211979319593,87,Slips
Spin,Short,Off-stump,133,Edge,0,0,Balanced,11.778847535679645,113,Square Leg
Spin,Good,Leg-stump,139,Edge,0,0,Balanced,6.734392299907867,35,Cover
Spin,Full,Middle,126,Sweep,0,0,Defensive,0.8220417386013743,111,Long-on
Spin,Short,Off-stump,139,Edge,0,0,Balanced,-0.8985508288352282,39,Long-on
Spin,Short,Off-stump,122,Pull,0,0,Defensive,-8.942346720317454,41,Mid-wicket
Fast,Full,Leg-stump,141,Hook,2,0,Aggressive,6.02833760195189,55,Cover
Spin,Good,Leg-stump,112,Pull,0,0,Aggressive,4.527316560221898,97,Slips
Spin,Full,Off-stump,116,Straight Drive,0,0,Balanced,0.04024485155023427,19,Square Leg
Fast,Full,Leg-stump,114,Pull,0,0,Aggressive,9.66142263376193,17,Slips
Fast,Full,Leg-stump,124,Defensive,3,0,Defensive,-6.204332238880257,35,Slips
Spin,Good,Leg-stump,138,Sweep,0,0,Aggressive,-7.449798675095478,43,Long-on
Spin,Good,Leg-stump,145,Defensive,0,0,Aggressive,7.993806085932082,108,Long-off
Fast,Good,Middle,143,Cut,4,0,Balanced,-6.083740172695714,66,Long-on
Spin,Short,Leg-stump,143,Straight Drive,1,0,Balanced,7.074515022285844,74,Mid-wicket
Fast,Short,Middle,144,Defensive,0,0,Aggressive,11.20852388309208,57,Square Leg
Fast,Short,Leg-stump,134,Straight Drive,4,0,Defensive,0.1424996590464751,117,Cover
Spin,Full,Off-stump,117,Cover Drive,0,0,Defensive,-9.53985222364729,92,Fine Leg
Fast,Short,Leg-stump,134,Edge,2,0,Aggressive,-5.258302109224434,75,Mid-wicket
Spin,Full,Middle,128,Cover Drive,0,0,Defensive,12.627316862170726,20,Slips
Fast,Full,Leg-stump,141,Straight Drive,0,0,Aggressive,5.654574680770789,51,Point
Fast,Short,Leg-stump,147,Hook,1,0,Balanced,-1.038689595113114,33,Mid-wicket
Spin,Short,Off-stump,139,Hook,4,0,Balanced,2.2237109223433045,104,Mid-wicket
Fast,Good,Leg-stump,147,Defensive,1,0,Defensive,11.413418098301626,44,Long-on
Spin,Good,Off-stump,141,Edge,3,0,Balanced,8.993776470749754,109,Mid-wicket
Fast,Short,Leg-stump,143,Cover Drive,2,0,Defensive,2.5598553314006196,89,Mid-wicket
Spin,Short,Leg-stump,140,Pull,6,0,Defensive,-1.3045641785731785,118,Long-off
Spin,Short,Middle,121,Defensive,0,0,Defensive,-10.419691579110467,21,Fine Leg
Fast,Short,Off-stump,119,Flick,4,0,Balanced,13.497774611086477,92,Fine Leg
Spin,Short,Off-stump,117,Edge,0,0,Aggressive,12.43046843263765,16,Long-on
Fast,Full,Middle,128,Pull,0,0,Balanced,-14.667818060285592,27,Long-off
Fast,Good,Off-stump,119,Cut,0,0,Aggressive,5.077623322414418,75,Long-on
Spin,Short,Leg-stump,115,Edge,0,0,Balanced,-4.050552448669315,95,Square Leg
Fast,Good,Leg-stump,123,Pull,0,0,Balanced,4.962722132321954,88,Fine Leg
Fast,Short,Leg-stump,146,Cut,0,0,Defensive,4.015954835768753,114,Square Leg
Fast,Short,Off-stump,111,Edge,1,0,Balanced,1.2508149189145144,118,Square Leg
Spin,Short,Leg-stump,139,Straight Drive,0,0,Defensive,-2.314032922242987,113,Long-on
Fast,Short,Off-stump,137,Hook,0,0,Balanced,10.726950083037877,43,Cover
Fast,Good,Off-stump,121,Sweep,0,0,Aggressive,-5.032142547197617,92,Long-on
Fast,Full,Middle,126,Sweep,0,0,Balanced,3.7648736409472257,14,Long-on
Fast,Full,Off-stump,144,Flick,2,0,Balanced,2.390145579729687,79,Mid-wicket
Spin,Full,Off-stump,122,Sweep,2,0,Aggressive,14.923616204751575,113,Slips
Spin,Full,Middle,127,Flick,0,0,Aggressive,5.485923570467758,38,Long-off
Spin,Full,Middle,113,Pull,4,0,Defensive,-13.292834147994748,36,Square Leg
Fast,Full,Leg-stump,148,Cut,6,0,Aggressive,7.5841895757886775,40,Long-on
Fast,Full,Leg-stump,143,Sweep,0,0,Defensive,-2.6797004343595283,71,Point
Fast,Short,Off-stump,142,Hook,2,0,Aggressive,-10.326546445423372,41,Long-on
Spin,Full,Middle,125,Flick,0,0,Aggressive,-10.206219038636384,106,Long-on
Spin,Good,Leg-stump,115,Edge,1,0,Balanced,-9.479955566000882,92,Slips
Fast,Short,Off-stump,145,Pull,0,1,Aggressive,5.803998870864881,59,Cover
Fast,Short,Leg-stump,115,Flick,0,0,Balanced,-3.8564393975828377,28,Slips
Fast,Short,Leg-stump,117,Straight Drive,3,0,Defensive,3.005156538531974,25,Long-on
Fast,Good,Leg-stump,122,Cover Drive,0,0,Balanced,-14.519966046731133,71,Square Leg
Spin,Short,Middle,149,Straight Drive,3,0,Balanced,-10.660942102335952,77,Point
Fast,Full,Leg-stump,116,Flick,6,0,Defensive,8.436889665356365,85,Point
Spin,Good,Middle,134,Straight Drive,1,0,Aggressive,13.729458757698861,99,Long-off
Spin,Short,Off-stump,113,Cover Drive,6,0,Defensive,10.476938985024432,29,Mid-wicket
Fast,Full,Leg-stump,141,Defensive,1,0,Defensive,3.9549712872510696,73,Mid-wicket
Fast,Good,Leg-stump,130,Hook,2,1,Balanced,-8.220039247631952,38,Long-on
Spin,Full,Middle,148,Cut,3,1,Defensive,9.555820450429245,116,Long-off
Spin,Good,Middle,137,Defensive,0,0,Aggressive,-8.352562332123316,20,Mid-wicket
Spin,Full,Leg-stump,119,Edge,0,0,Defensive,12.49401672223534,93,Slips
Spin,Good,Off-stump,140,Pull,1,0,Balanced,-10.986730517210386,30,Long-on
Fast,Short,Middle,129,Sweep,0,1,Aggressive,-11.339474729921601,52,Long-off
Spin,Full,Off-stump,119,Pull,1,0,Balanced,5.890482647714659,15,Slips
Fast,Full,Off-stump,144,Sweep,4,0,Aggressive,13.759089711507599,72,Mid-wicket
Spin,Good,Leg-stump,134,Cover Drive,4,0,Aggressive,-0.9381064154479137,13,Long-on
Fast,Full,Middle,114,Defensive,1,0,Balanced,11.851912923365237,112,Fine Leg
Fast,Short,Middle,128,Hook,0,0,Defensive,10.99044341551632,108,Mid-wicket
Fast,Full,Middle,131,Flick,1,0,Defensive,-5.392023782710687,73,Fine Leg
Spin,Short,Middle,144,Sweep,3,0,Aggressive,-2.622979901697285,12,Point
Fast,Good,Middle,127,Sweep,0,1,Balanced,3.1950473132593586,36,Long-on
Spin,Short,Middle,125,Hook,1,1,Defensive,7.967793227031162,24,Square Leg
Fast,Short,Off-stump,149,Edge,1,0,Defensive,6.550552144189183,55,Long-off
Fast,Short,Leg-stump,135,Cover Drive,1,0,Defensive,-4.6067217192505225,12,Cover
Spin,Good,Middle,119,Defensive,1,0,Aggressive,-10.595592036235512,59,Long-off
Fast,Short,Leg-stump,120,Edge,0,0,Aggressive,1.8458946127523674,88,Mid-wicket
Fast,Full,Leg-stump,117,Hook,3,0,Balanced,9.220153238842798,87,Square Leg
Fast,Good,Off-stump,111,Pull,4,0,Balanced,-1.8635181464531616,85,Mid-wicket
Spin,Short,Middle,113,Pull,0,0,Defensive,-10.048308136808359,55,Long-on
Fast,Good,Off-stump,112,Flick,0,0,Balanced,-2.0567293566817675,71,Long-off
Spin,Full,Off-stump,142,Sweep,4,0,Defensive,-0.2896978424608392,69,Cover
Fast,Good,Middle,140,Edge,2,0,Defensive,10.966720614425519,52,Mid-wicket
Fast,Short,Middle,124,Sweep,0,0,Balanced,-11.01709146426004,88,Slips
Fast,Full,Off-stump,115,Flick,1,0,Defensive,7.725822476954775,76,Mid-wicket
Fast,Short,Middle,115,Straight Drive,1,0,Aggressive,10.244421245438424,53,Slips
Fast,Full,Off-stump,147,Flick,0,0,Aggressive,2.2762984863918305,102,Cover
Spin,Full,Middle,116,Flick,0,0,Defensive,-2.7559359221683053,88,Cover
Spin,Good,Middle,142,Cover Drive,0,0,Balanced,5.9585054140018485,34,Long-on
Spin,Full,Middle,127,Hook,6,0,Defensive,-5.660788795576568,105,Long-on
Spin,Good,Middle,141,Flick,0,0,Defensive,-9.315607996151126,45,Square Leg
Fast,Short,Middle,126,Flick,0,0,Defensive,-1.6441113541989498,34,Cover
Fast,Short,Middle,119,Edge,1,0,Aggressive,13.24793966246147,92,Square Leg
Spin,Good,Leg-stump,149,Defensive,1,0,Aggressive,-11.06161519059069,83,Long-on
Fast,Good,Middle,140,Edge,4,0,Aggressive,14.23698219229058,119,Point
Spin,Good,Leg-stump,147,Edge,0,0,Defensive,-2.2261020710032433,118,Fine Leg
Fast,Good,Off-stump,114,Edge,3,0,Defensive,-6.125468695625585,112,Cover
Fast,Good,Middle,128,Edge,6,0,Balanced,0.1433312732867762,72,Point
Fast,Short,Leg-stump,128,Flick,0,0,Defensive,4.2847657682615825,41,Long-off
Spin,Good,Middle,131,Flick,4,0,Balanced,-2.089117713030026,96,Cover
Spin,Short,Off-stump,125,Straight Drive,1,0,Defensive,6.987960125422205,57,Square Leg
Spin,Full,Leg-stump,125,Hook,0,0,Balanced,-14.818490439729388,69,Square Leg
Spin,Good,Off-stump,145,Cut,0,0,Aggressive,-1.7838768831847673,17,Slips
Spin,Full,Leg-stump,142,Hook,1,0,Aggressive,-14.23098927606207,36,Square Leg
Spin,Full,Off-stump,137,Defensive,3,1,Defensive,8.789177763429002,39,Cover
Spin,Full,Leg-stump,135,Cover Drive,0,0,Balanced,10.214706414792694,60,Square Leg
Fast,Short,Middle,127,Cover Drive,3,0,Defensive,9.445731559633753,116,Long-on
Fast,Short,Off-stump,113,Flick,2,0,Balanced,-5.61808722102173,42,Mid-wicket
Spin,Good,Leg-stump,126,Edge,4,0,Defensive,-12.801281930775314,72,Slips
Spin,Short,Middle,110,Cut,0,0,Defensive,-5.442268698746332,114,Long-off
Fast,Full,Middle,129,Hook,4,0,Balanced,-12.108579157720964,10,Slips
Spin,Short,Middle,133,Flick,0,0,Aggressive,2.8709855962812583,21,Slips
Fast,Short,Off-stump,112,Edge,4,1,Defensive,11.785018840240998,52,Cover
Fast,Short,Middle,122,Hook,6,0,Aggressive,-12.21108402028868,83,Point
Spin,Short,Leg-stump,140,Pull,6,0,Defensive,-6.70922011030461,106,Slips
Spin,Short,Middle,126,Edge,1,0,Balanced,5.119625072643686,19,Mid-wicket
Spin,Good,Off-stump,119,Pull,4,0,Aggressive,6.470445087036339,114,Mid-wicket
Spin,Short,Off-stump,139,Sweep,6,0,Defensive,5.782058871623132,92,Cover
Spin,Full,Off-stump,118,Cover Drive,4,0,Balanced,-12.14780009192244,67,Square Leg
Fast,Full,Middle,117,Cut,0,0,Aggressive,1.1876213024630289,62,Cover
Fast,Short,Leg-stump,131,Cover Drive,0,0,Aggressive,-7.8575777040889605,42,Fine Leg
Fast,Short,Middle,124,Cut,6,0,Balanced,14.24623193621957,38,Cover
Spin,Full,Leg-stump,139,Sweep,1,0,Defensive,-11.448317966945138,35,Slips
Spin,Short,Off-stump,114,Pull,1,0,Aggressive,8.755949942709726,54,Point
Fast,Full,Off-stump,110,Straight Drive,0,0,Defensive,-11.265245265717958,91,Cover
Fast,Good,Off-stump,125,Flick,0,0,Defensive,-6.579867730966821,108,Square Leg
Fast,Full,Middle,124,Sweep,0,0,Balanced,-7.765388828937808,62,Cover
Spin,Full,Leg-stump,115,Cover Drive,0,0,Aggressive,5.003687999519418,107,Point
Spin,Good,Middle,136,Cover Drive,1,0,Defensive,-12.158785169516886,101,Cover
Fast,Good,Off-stump,143,Flick,3,0,Aggressive,10.669224775358227,30,Fine Leg
Fast,Full,Leg-stump,127,Hook,2,0,Aggressive,2.832340650348776,68,Point
Fast,Good,Middle,147,Cover Drive,1,0,Defensive,5.290315903843652,16,Square Leg
Spin,Good,Leg-stump,126,Cover Drive,0,0,Defensive,9.784793137110125,81,Mid-wicket
Fast,Good,Leg-stump,125,Pull,1,1,Defensive,-4.5230310040665564,59,Point
Spin,Full,Middle,111,Cut,1,0,Balanced,1.3451785466861672,118,Fine Leg
Spin,Short,Off-stump,110,Defensive,0,0,Balanced,-12.15668779466606,13,Cover
Fast,Short,Middle,133,Flick,6,1,Defensive,-8.11747339392274,57,Slips
Spin,Good,Off-stump,142,Cover Drive,4,0,Aggressive,1.149278791434508,110,Fine Leg
Fast,Good,Leg-stump,146,Cut,2,0,Defensive,-5.269280989591135,107,Mid-wicket
Spin,Short,Off-stump,113,Hook,1,1,Aggressive,9.681459522640626,27,Long-on
Spin,Good,Off-stump,143,Edge,0,0,Defensive,14.929443409123191,100,Cover
Spin,Short,Middle,131,Sweep,0,0,Aggressive,4.400914630901397,116,Cover
Spin,Full,Leg-stump,130,Edge,2,0,Aggressive,-10.555570940773741,32,Cover
Spin,Short,Leg-stump,143,Straight Drive,0,0,Defensive,1.2597458765299585,36,Square Leg
Fast,Full,Leg-stump,137,Hook,0,0,Defensive,11.840860506083196,19,Point
Spin,Good,Middle,125,Sweep,2,0,Aggressive,1.07783892372181,116,Slips
Fast,Good,Off-stump,126,Pull,1,0,Balanced,1.1743506582149834,20,Cover
Fast,Full,Middle,145,Cover Drive,0,0,Defensive,2.4210042019773717,68,Fine Leg
Spin,Good,Off-stump,136,Edge,1,0,Balanced,2.403483639274402,60,Point
Spin,Good,Leg-stump,146,Straight Drive,6,0,Balanced,-7.987247480230288,34,Mid-wicket
Spin,Full,Off-stump,149,Cut,2,0,Balanced,-10.606939803085037,56,Fine Leg
Spin,Full,Leg-stump,143,Flick,0,0,Balanced,-6.579937472728837,33,Slips
Fast,Short,Middle,112,Defensive,4,0,Defensive,14.203967281477077,75,Point
Fast,Short,Off-stump,129,Pull,6,0,Aggressive,-1.2673721096998776,16,Point
Fast,Full,Leg-stump,114,Hook,0,0,Aggressive,-5.498356676384498,50,Slips
Spin,Short,Off-stump,135,Straight Drive,0,0,Defensive,1.1796585100430264,33,Cover
Spin,Good,Leg-stump,133,Edge,4,0,Balanced,13.81548267303463,44,Cover
Fast,Full,Middle,129,Pull,0,0,Balanced,-5.897463122978836,49,Cover
Fast,Short,Leg-stump,116,Cover Drive,0,0,Aggressive,5.797116945868048,31,Point
Spin,Good,Leg-stump,119,Cover Drive,4,0,Defensive,11.862111584974489,67,Mid-wicket
Fast,Good,Middle,135,Hook,2,0,Defensive,-5.402721206253538,34,Point
Spin,Short,Leg-stump,126,Cut,0,0,Balanced,-6.853282601187768,36,Long-on
Fast,Short,Leg-stump,135,Pull,1,0,Balanced,-0.942483958476231,111,Mid-wicket
Spin,Full,Leg-stump,132,Flick,2,0,Balanced,-7.732194633841908,14,Long-off
Spin,Full,Off-stump,113,Sweep,6,0,Balanced,9.749631740685782,65,Long-off
Fast,Short,Middle,140,Pull,4,0,Balanced,10.822643712127192,14,Long-off
Spin,Short,Off-stump,144,Cut,2,0,Balanced,11.004292878693459,82,Long-on
Fast,Short,Middle,114,Hook,4,0,Defensive,11.340300137499042,116,Long-off
Fast,Good,Off-stump,118,Cut,1,0,Balanced,-11.288828463900497,47,Mid-wicket
Spin,Short,Leg-stump,147,Hook,3,0,Balanced,-7.597467854017436,55,Slips
Spin,Short,Off-stump,126,Cover Drive,0,0,Aggressive,-7.0745159341332995,89,Cover
Fast,Good,Off-stump,128,Flick,2,0,Balanced,-13.111855886261635,71,Long-on
Fast,Good,Off-stump,131,Straight Drive,0,0,Balanced,3.643193780846655,49,Fine Leg
Fast,Short,Off-stump,114,Edge,0,0,Aggressive,-11.584314300767709,105,Cover
Spin,Short,Leg-stump,135,Flick,3,0,Aggressive,7.97060850257423,91,Square Leg
Fast,Short,Leg-stump,123,Flick,1,0,Balanced,-13.17309831253589,27,Fine Leg
Fast,Full,Middle,127,Flick,6,0,Defensive,-7.185226148042487,39,Long-off
Spin,Full,Leg-stump,131,Cover Drive,0,0,Defensive,-8.901951137902257,117,Mid-wicket
Spin,Full,Off-stump,128,Cut,4,0,Balanced,-10.008975260042408,98,Square Leg
Fast,Good,Middle,132,Straight Drive,1,0,Defensive,7.549272857528415,111,Cover
Spin,Short,Middle,128,Defensive,0,1,Aggressive,4.918888301327311,92,Point
Spin,Full,Leg-stump,141,Cut,0,0,Balanced,-3.6681459262617757,101,Slips
Spin,Short,Leg-stump,134,Cover Drive,0,0,Balanced,8.206624097708925,53,Point
Spin,Full,Off-stump,119,Cover Drive,1,0,Defensive,1.6299644031691791,72,Long-on
Fast,Good,Leg-stump,122,Defensive,0,0,Aggressive,0.2795104129294952,94,Fine Leg
Spin,Good,Off-stump,131,Defensive,0,0,Aggressive,4.704184773877241,10,Mid-wicket
Fast,Good,Leg-stump,140,Flick,4,0,Balanced,6.813790950966201,71,Long-off
Spin,Full,Off-stump,114,Straight Drive,0,0,Aggressive,11.888427398374283,67,Long-on
Spin,Good,Middle,149,Sweep,6,0,Balanced,-13.824068660377044,19,Point
Fast,Full,Leg-stump,128,Pull,0,0,Defensive,12.24094447575921,38,Fine Leg
Spin,Full,Leg-stump,147,Pull,0,0,Balanced,-12.8129182791462,78,Square Leg
Fast,Short,Leg-stump,137,Cover Drive,0,0,Balanced,13.916457459053294,46,Cover
Fast,Good,Middle,110,Cover Drive,2,0,Aggressive,-10.934958811656255,93,Mid-wicket
Fast,Full,Leg-stump,141,Straight Drive,0,0,Balanced,-6.83148753105181,68,Square Leg
Fast,Good,Middle,148,Straight Drive,4,0,Aggressive,9.778628387097605,101,Fine Leg
Spin,Good,Leg-stump,145,Defensive,0,0,Defensive,7.125753360881493,29,Square Leg
Spin,Full,Leg-stump,148,Defensive,1,0,Aggressive,-10.132409763186498,112,Long-off
Fast,Full,Off-stump,129,Hook,2,0,Defensive,9.23479809837902,92,Fine Leg
Fast,Full,Middle,132,Pull,1,0,Aggressive,5.310823255494029,29,Long-on
Spin,Full,Off-stump,110,Pull,0,0,Aggressive,5.900034152064343,64,Long-on
Fast,Good,Off-stump,133,Pull,0,0,Balanced,12.677678897668162,17,Square Leg
Fast,Full,Leg-stump,116,Edge,1,0,Aggressive,6.195777797465894,53,Point
Spin,Full,Off-stump,111,Sweep,6,0,Aggressive,-9.952187015475488,69,Point
Fast,Short,Off-stump,133,Defensive,0,0,Defensive,-14.224085501933535,40,Mid-wicket
Spin,Short,Middle,129,Hook,4,0,Defensive,8.66567865545267,80,Long-off
Spin,Short,Off-stump,130,Edge,0,0,Aggressive,3.8526266654945864,93,Slips
Fast,Short,Leg-stump,119,Straight Drive,1,0,Balanced,13.510361199643711,46,Long-on
Fast,Full,Off-stump,118,Cover Drive,1,0,Defensive,11.411568813129549,60,Point
Fast,Good,Middle,149,Straight Drive,1,0,Aggressive,9.377792063298482,24,Long-on
Fast,Full,Leg-stump,131,Flick,3,0,Aggressive,-9.333032948260971,65,Fine Leg
Spin,Good,Leg-stump,122,Flick,1,1,Balanced,2.3439543241483882,102,Long-off
Spin,Full,Off-stump,110,Sweep,0,0,Aggressive,-7.397262518177984,89,Slips
Spin,Short,Middle,143,Cut,0,0,Defensive,13.772917647099174,119,Fine Leg
Fast,Good,Middle,142,Hook,0,0,Defensive,0.8898467567919592,31,Fine Leg
Fast,Full,Leg-stump,119,Cut,0,0,Balanced,-10.360197520607977,83,Cover
Spin,Short,Leg-stump,146,Straight Drive,1,0,Aggressive,-13.416178527896971,56,Square Leg
Fast,Short,Middle,148,Pull,6,0,Defensive,2.4994245102305825,70,Long-on
Fast,Good,Middle,135,Cut,0,0,Defensive,-9.0656865800367,50,Long-on
Fast,Short,Leg-stump,134,Cover Drive,4,0,Defensive,-11.365846911768402,107,Mid-wicket
Fast,Good,Leg-stump,110,Hook,1,0,Defensive,-13.150906032872934,65,Long-on
Spin,Full,Middle,145,Pull,0,0,Balanced,-0.26379827494577945,18,Long-on
Fast,Good,Middle,146,Pull,0,0,Defensive,-0.2896397186191493,86,Fine Leg
Spin,Short,Leg-stump,114,Defensive,0,0,Aggressive,-11.671407179706033,50,Slips
Fast,Full,Middle,138,Pull,1,0,Balanced,-4.548050979430563,100,Slips
Fast,Short,Middle,118,Defensive,1,0,Aggressive,13.44008781750382,47,Slips
Fast,Good,Leg-stump,113,Sweep,1,0,Balanced,-0.014581729299639079,29,Cover
Spin,Full,Off-stump,131,Straight Drive,0,0,Aggressive,-9.971755818111529,75,Long-off
Fast,Good,Leg-stump,146,Cover Drive,3,0,Balanced,-7.817215058740194,29,Long-on
Spin,Good,Off-stump,145,Cover Drive,0,0,Balanced,-4.241728609498525,37,Slips
Fast,Short,Off-stump,110,Cover Drive,6,0,Aggressive,-12.382673424389838,12,Mid-wicket
Fast,Short,Leg-stump,116,Sweep,6,0,Aggressive,8.328214494648265,70,Long-on
Spin,Short,Leg-stump,135,Cut,4,0,Aggressive,11.576781598326598,74,Slips
Spin,Good,Leg-stump,126,Sweep,1,0,Aggressive,-4.416182986806927,67,Mid-wicket
Fast,Short,Off-stump,143,Edge,0,0,Balanced,-14.547015323498693,18,Point
Spin,Short,Off-stump,133,Straight Drive,0,0,Aggressive,4.78359084461993,56,Slips
Fast,Full,Off-stump,145,Cover Drive,4,0,Aggressive,2.652862615200224,101,Point
